General Statistics: 
>R009530        419
>R009531        491
>R009532        490
>R009533        453
>R009534        455
>R009535        471
>R009536        522
>R009537        466
>R009538        492
>R009539        477
>R009540        422
>R009541        385
>R009542        474
>R009543        480
>R009544        514
>R009545        402
>R009546        485
>R009547        480
>R009548        677
>R009549        418
>R009550        403
>R009551        476
>R009552        438
>R009553        468
>R009554        503
>R009555        396
>R009556        479
>R009557        439
>R009558        478
>R009559        561
>R009560        521
>R009561        474
>R009562        524
>R009563        403
>R009564        501
>R009565        423
>R009566        281
>R009567        413
>R009568        388
>R009569        505
>R009570        386
>R009571        387
>R009572        521
>R009573        524
>R009574        538
>R009575        513
>R009576        475
>R009577        409
>R009578        475
>R009579        347
>R009580        484
>R009581        508
>R009582        479
>R009583        415
>R009584        507
>R009585        457
>R009586        616
>R009587        486
>R009588        571
>R009589        549
>R009590        367
>R009591        476
>R009592        473
>R009593        466
>R009594        476
>R009595        364
>R009596        490
>R009597        398
>R009598        529
>R009599        332
>R009600        459
>R009601        368
>R009602        541
>R009603        380
>R009604        515
>R009605        469
>R009606        410
>R009607        472
>R009608        427
>R009609        571
>R009610        466
>R009611        481
>R009612        495
>R009613        405
>R009614        511
>R009615        410
>R009616        569
>R009617        470
>R009618        426
>R009619        491
>R009620        564
>R009621        375
>R009622        540
>R009623        491
>R009624        425
>R009625        446
>R009626        538
>R009627        493
>R009628        487
>R009629        482
>R009630        484
>R009631        611
>R009632        478
>R009633        500
>R009634        464
>R009635        440
>R009636        464
>R009637        421
>R009638        401
>R009639        467
>R009640        518
>R009641        511
>R009642        423
>R009643        428
>R009644        390
>R009645        428
>R009646        475
>R009647        316
>R009648        550
>R009649        399
>R009650        453
>R009651        272
>R009652        489
>R009653        482
>R009654        300
>R009655        471
>R009656        383
>R009657        549
>R009658        475
>R009659        519
>R009660        450
>R009661        464
>R009662        488
>R009663        513
>R009664        527
>R009665        353
>R009666        555
>R009667        490
>R009668        449
>R009669        455
>R009670        351
>R009671        483
>R009672        521
>R009673        548
>R009674        404
>R009675        494
